image_path,label,image_id,lat,lng,split
train\DUAL\ed_0575_apartments_lat4p676239_lonn74p045839_h310p6_d.jpg,DUAL,ed_0575_apartments_lat4p676239_lonn74p045839_h310p6_d,4.676239,-74.045839,train
train\DUAL\ed_0577_generic_lat4p664407_lonn74p059319_h26p7_d.jpg,DUAL,ed_0577_generic_lat4p664407_lonn74p059319_h26p7_d,4.664407,-74.059319,train
train\DUAL\ed_0578_generic_lat4p659439_lonn74p049865_h313p6_d.jpg,DUAL,ed_0578_generic_lat4p659439_lonn74p049865_h313p6_d,4.659439,-74.049865,train
train\DUAL\ed_0579_generic_lat4p666753_lonn74p057202_h41p5_d.jpg,DUAL,ed_0579_generic_lat4p666753_lonn74p057202_h41p5_d,4.666753,-74.057202,train
train\PC\ed_0583_residential_lat4p669283_lonn74p059202_h35p3_d.jpg,PC,ed_0583_residential_lat4p669283_lonn74p059202_h35p3_d,4.669283,-74.059202,train
train\PC\ed_0584_generic_lat4p633340_lonn74p063218_h216p6_d.jpg,PC,ed_0584_generic_lat4p633340_lonn74p063218_h216p6_d,4.63334,-74.063218,train
train\DUAL\ed_0585_apartments_lat4p670826_lonn74p046708_h294p8_d.jpg,DUAL,ed_0585_apartments_lat4p670826_lonn74p046708_h294p8_d,4.670826,-74.046708,train
train\PC\ed_0587_generic_lat4p677099_lonn74p043351_h308p8_d.jpg,PC,ed_0587_generic_lat4p677099_lonn74p043351_h308p8_d,4.677099,-74.043351,train
train\DUAL\ed_0588_apartments_lat4p677928_lonn74p054763_h211p9_d.jpg,DUAL,ed_0588_apartments_lat4p677928_lonn74p054763_h211p9_d,4.677928,-74.054763,train
train\DUAL\ed_0590_apartments_lat4p665306_lonn74p047483_h203p2_d.jpg,DUAL,ed_0590_apartments_lat4p665306_lonn74p047483_h203p2_d,4.665306,-74.047483,train
train\PC\ed_0591_generic_lat4p667908_lonn74p054185_h114p3_d.jpg,PC,ed_0591_generic_lat4p667908_lonn74p054185_h114p3_d,4.667908,-74.054185,train
train\DUAL\ed_0592_office_lat4p666247_lonn74p053021_h21p7_d.jpg,DUAL,ed_0592_office_lat4p666247_lonn74p053021_h21p7_d,4.666247,-74.053021,train
train\DUAL\ed_0594_apartments_lat4p674850_lonn74p046072_h117p9_d.jpg,DUAL,ed_0594_apartments_lat4p674850_lonn74p046072_h117p9_d,4.67485,-74.046072,train
train\DUAL\ed_0596_generic_lat4p680246_lonn74p057521_h31p6_d.jpg,DUAL,ed_0596_generic_lat4p680246_lonn74p057521_h31p6_d,4.680246,-74.057521,train
train\PC\ed_0597_apartments_lat4p678632_lonn74p056942_h35p7_d.jpg,PC,ed_0597_apartments_lat4p678632_lonn74p056942_h35p7_d,4.678632,-74.056942,train
train\MAS\ed_0598_apartments_lat4p682183_lonn74p054176_h106p8_d.jpg,MAS,ed_0598_apartments_lat4p682183_lonn74p054176_h106p8_d,4.682183,-74.054176,train
train\MAS\ed_0604_generic_lat4p683720_lonn74p052715_h265p5_d.jpg,MAS,ed_0604_generic_lat4p683720_lonn74p052715_h265p5_d,4.68372,-74.052715,train
train\DUAL\ed_0605_generic_lat4p678200_lonn74p044250_h20p4_d.jpg,DUAL,ed_0605_generic_lat4p678200_lonn74p044250_h20p4_d,4.6782,-74.04425,train
train\DUAL\ed_0607_generic_lat4p675107_lonn74p056722_h305p1_d.jpg,DUAL,ed_0607_generic_lat4p675107_lonn74p056722_h305p1_d,4.675107,-74.056722,train
train\MAS\ed_0608_generic_lat4p657413_lonn74p056230_h308p1_d.jpg,MAS,ed_0608_generic_lat4p657413_lonn74p056230_h308p1_d,4.657413,-74.05623,train
train\MAS\ed_0609_house_lat4p630275_lonn74p061147_h327p3_d.jpg,MAS,ed_0609_house_lat4p630275_lonn74p061147_h327p3_d,4.630275,-74.061147,train
train\DUAL\ed_0610_generic_lat4p656894_lonn74p048074_h284p0_d.jpg,DUAL,ed_0610_generic_lat4p656894_lonn74p048074_h284p0_d,4.656894,-74.048074,train
train\MAS\ed_0611_retail_lat4p668018_lonn74p051072_h129p4_d.jpg,MAS,ed_0611_retail_lat4p668018_lonn74p051072_h129p4_d,4.668018,-74.051072,train
train\PC\ed_0612_retail_lat4p649030_lonn74p063350_h111p9_d.jpg,PC,ed_0612_retail_lat4p649030_lonn74p063350_h111p9_d,4.64903,-74.06335,train
train\DUAL\ed_0614_apartments_lat4p674927_lonn74p051258_h202p4_d.jpg,DUAL,ed_0614_apartments_lat4p674927_lonn74p051258_h202p4_d,4.674927,-74.051258,train
train\PC\ed_0615_house_lat4p627337_lonn74p066025_h198p5_d.jpg,PC,ed_0615_house_lat4p627337_lonn74p066025_h198p5_d,4.627337,-74.066025,train
train\DUAL\ed_0617_generic_lat4p642619_lonn74p061610_h291p6_d.jpg,DUAL,ed_0617_generic_lat4p642619_lonn74p061610_h291p6_d,4.642619,-74.06161,train
train\PC\ed_0618_retail_lat4p662349_lonn74p051920_h217p5_d.jpg,PC,ed_0618_retail_lat4p662349_lonn74p051920_h217p5_d,4.662349,-74.05192,train
train\DUAL\ed_0620_generic_lat4p680917_lonn74p047583_h302p7_d.jpg,DUAL,ed_0620_generic_lat4p680917_lonn74p047583_h302p7_d,4.680917,-74.047583,train
train\PC\ed_0621_generic_lat4p652385_lonn74p063899_h103p2_d.jpg,PC,ed_0621_generic_lat4p652385_lonn74p063899_h103p2_d,4.652385,-74.063899,train
train\DUAL\ed_0622_generic_lat4p683001_lonn74p053749_h279p7_d.jpg,DUAL,ed_0622_generic_lat4p683001_lonn74p053749_h279p7_d,4.683001,-74.053749,train
train\MAS\ed_0623_generic_lat4p645188_lonn74p062603_h110p5_d.jpg,MAS,ed_0623_generic_lat4p645188_lonn74p062603_h110p5_d,4.645188,-74.062603,train
train\PC\ed_0624_generic_lat4p676076_lonn74p047318_h33p6_d.jpg,PC,ed_0624_generic_lat4p676076_lonn74p047318_h33p6_d,4.676076,-74.047318,train
train\DUAL\ed_0625_apartments_lat4p660681_lonn74p049547_h55p6_d.jpg,DUAL,ed_0625_apartments_lat4p660681_lonn74p049547_h55p6_d,4.660681,-74.049547,train
train\PC\ed_0626_apartments_lat4p671149_lonn74p039623_h94p1_d.jpg,PC,ed_0626_apartments_lat4p671149_lonn74p039623_h94p1_d,4.671149,-74.039623,train
train\MAS\ed_0627_generic_lat4p652665_lonn74p060953_h247p0_d.jpg,MAS,ed_0627_generic_lat4p652665_lonn74p060953_h247p0_d,4.652665,-74.060953,train
train\MAS\ed_0628_house_lat4p631736_lonn74p064551_h10p1_d.jpg,MAS,ed_0628_house_lat4p631736_lonn74p064551_h10p1_d,4.631736,-74.064551,train
train\PC\ed_0629_generic_lat4p672694_lonn74p055216_h106p2_d.jpg,PC,ed_0629_generic_lat4p672694_lonn74p055216_h106p2_d,4.672694,-74.055216,train
train\DUAL\ed_0630_university_lat4p628182_lonn74p064328_h111p9_d.jpg,DUAL,ed_0630_university_lat4p628182_lonn74p064328_h111p9_d,4.628182,-74.064328,train
train\DUAL\ed_0632_apartments_lat4p668448_lonn74p047875_h108p4_d.jpg,DUAL,ed_0632_apartments_lat4p668448_lonn74p047875_h108p4_d,4.668448,-74.047875,train
train\DUAL\ed_0633_apartments_lat4p632793_lonn74p063664_h101p9_d.jpg,DUAL,ed_0633_apartments_lat4p632793_lonn74p063664_h101p9_d,4.632793,-74.063664,train
train\DUAL\ed_0635_generic_lat4p665535_lonn74p056323_h303p0_d.jpg,DUAL,ed_0635_generic_lat4p665535_lonn74p056323_h303p0_d,4.665535,-74.056323,train
train\DUAL\ed_0638_retail_lat4p668112_lonn74p053782_h319p2_d.jpg,DUAL,ed_0638_retail_lat4p668112_lonn74p053782_h319p2_d,4.668112,-74.053782,train
train\PC\ed_0639_generic_lat4p662968_lonn74p050597_h117p3_d.jpg,PC,ed_0639_generic_lat4p662968_lonn74p050597_h117p3_d,4.662968,-74.050597,train
train\MAS\ed_0643_generic_lat4p666907_lonn74p055427_h208p5_d.jpg,MAS,ed_0643_generic_lat4p666907_lonn74p055427_h208p5_d,4.666907,-74.055427,train
train\PC\ed_0644_apartments_lat4p682190_lonn74p056589_h186p3_d.jpg,PC,ed_0644_apartments_lat4p682190_lonn74p056589_h186p3_d,4.68219,-74.056589,train
train\PC\ed_0645_retail_lat4p667636_lonn74p054116_h18p2_d.jpg,PC,ed_0645_retail_lat4p667636_lonn74p054116_h18p2_d,4.667636,-74.054116,train
train\DUAL\ed_0646_generic_lat4p676912_lonn74p042654_h197p6_d.jpg,DUAL,ed_0646_generic_lat4p676912_lonn74p042654_h197p6_d,4.676912,-74.042654,train
train\MAS\ed_0647_house_lat4p630870_lonn74p060770_h288p1_d.jpg,MAS,ed_0647_house_lat4p630870_lonn74p060770_h288p1_d,4.63087,-74.06077,train
train\MAS\ed_0649_generic_lat4p648552_lonn74p063353_h165p2_d.jpg,MAS,ed_0649_generic_lat4p648552_lonn74p063353_h165p2_d,4.648552,-74.063353,train
train\PC\ed_0651_retail_lat4p666357_lonn74p055048_h128p6_d.jpg,PC,ed_0651_retail_lat4p666357_lonn74p055048_h128p6_d,4.666357,-74.055048,train
train\PC\ed_0654_generic_lat4p681880_lonn74p052359_h299p5_d.jpg,PC,ed_0654_generic_lat4p681880_lonn74p052359_h299p5_d,4.68188,-74.052359,train
train\MAS\ed_0655_retail_lat4p666708_lonn74p055281_h293p5_d.jpg,MAS,ed_0655_retail_lat4p666708_lonn74p055281_h293p5_d,4.666708,-74.055281,train
train\MAS\ed_0656_apartments_lat4p640670_lonn74p063729_h98p2_d.jpg,MAS,ed_0656_apartments_lat4p640670_lonn74p063729_h98p2_d,4.64067,-74.063729,train
train\DUAL\ed_0657_generic_lat4p673086_lonn74p058283_h206p2_d.jpg,DUAL,ed_0657_generic_lat4p673086_lonn74p058283_h206p2_d,4.673086,-74.058283,train
train\PC\ed_0658_retail_lat4p665817_lonn74p056306_h219p2_d.jpg,PC,ed_0658_retail_lat4p665817_lonn74p056306_h219p2_d,4.665817,-74.056306,train
train\MAS\ed_0659_generic_lat4p652526_lonn74p057433_h109p1_d.jpg,MAS,ed_0659_generic_lat4p652526_lonn74p057433_h109p1_d,4.652526,-74.057433,train
train\DUAL\ed_0662_apartments_lat4p669732_lonn74p051709_h22p3_d.jpg,DUAL,ed_0662_apartments_lat4p669732_lonn74p051709_h22p3_d,4.669732,-74.051709,train
train\PC\ed_0665_apartments_lat4p671262_lonn74p058529_h121p4_d.jpg,PC,ed_0665_apartments_lat4p671262_lonn74p058529_h121p4_d,4.671262,-74.058529,train
train\PC\ed_0665_apartments_lat4p671262_lonn74p058529_h121p4_d.jpg,PC,ed_0665_apartments_lat4p671262_lonn74p058529_h121p4_d,4.671262,-74.058529,train
train\MAS\ed_0666_generic_lat4p632412_lonn74p063567_h204p2_d.jpg,MAS,ed_0666_generic_lat4p632412_lonn74p063567_h204p2_d,4.632412,-74.063567,train
train\DUAL\ed_0670_generic_lat4p683728_lonn74p049139_h140p7_d.jpg,DUAL,ed_0670_generic_lat4p683728_lonn74p049139_h140p7_d,4.683728,-74.049139,train
train\PC\ed_0673_generic_lat4p679530_lonn74p045284_h302p2_d.jpg,PC,ed_0673_generic_lat4p679530_lonn74p045284_h302p2_d,4.67953,-74.045284,train
train\MAS\ed_0674_residential_lat4p629338_lonn74p062017_h76p0_d.jpg,MAS,ed_0674_residential_lat4p629338_lonn74p062017_h76p0_d,4.629338,-74.062017,train
train\MAS\ed_0677_retail_lat4p667591_lonn74p053370_h309p9_d.jpg,MAS,ed_0677_retail_lat4p667591_lonn74p053370_h309p9_d,4.667591,-74.05337,train
train\MAS\ed_0678_generic_lat4p674529_lonn74p053849_h127p1_d.jpg,MAS,ed_0678_generic_lat4p674529_lonn74p053849_h127p1_d,4.674529,-74.053849,train
train\PC\ed_0679_generic_lat4p679692_lonn74p049751_h291p7_d.jpg,PC,ed_0679_generic_lat4p679692_lonn74p049751_h291p7_d,4.679692,-74.049751,train
train\DUAL\ed_0680_office_lat4p675664_lonn74p046582_h106p5_d.jpg,DUAL,ed_0680_office_lat4p675664_lonn74p046582_h106p5_d,4.675664,-74.046582,train
train\DUAL\ed_0682_hospital_lat4p668344_lonn74p057032_h295p1_d.jpg,DUAL,ed_0682_hospital_lat4p668344_lonn74p057032_h295p1_d,4.668344,-74.057032,train
train\PC\ed_0684_residential_lat4p678034_lonn74p055825_h33p5_d.jpg,PC,ed_0684_residential_lat4p678034_lonn74p055825_h33p5_d,4.678034,-74.055825,train
train\DUAL\ed_0688_apartments_lat4p674764_lonn74p050942_h118p4_d.jpg,DUAL,ed_0688_apartments_lat4p674764_lonn74p050942_h118p4_d,4.674764,-74.050942,train
train\DUAL\ed_0690_generic_lat4p673055_lonn74p055685_h204p7_d.jpg,DUAL,ed_0690_generic_lat4p673055_lonn74p055685_h204p7_d,4.673055,-74.055685,train
train\PC\ed_0694_retail_lat4p668503_lonn74p053415_h48p5_d.jpg,PC,ed_0694_retail_lat4p668503_lonn74p053415_h48p5_d,4.668503,-74.053415,train
train\DUAL\ed_0695_residential_lat4p683453_lonn74p055217_h294p2_d.jpg,DUAL,ed_0695_residential_lat4p683453_lonn74p055217_h294p2_d,4.683453,-74.055217,train
train\MAS\ed_0696_generic_lat4p679399_lonn74p056483_h20p8_d.jpg,MAS,ed_0696_generic_lat4p679399_lonn74p056483_h20p8_d,4.679399,-74.056483,train
train\MAS\ed_0698_generic_lat4p681106_lonn74p048221_h292p2_d.jpg,MAS,ed_0698_generic_lat4p681106_lonn74p048221_h292p2_d,4.681106,-74.048221,train
train\MAS\ed_0702_generic_lat4p677572_lonn74p045725_h134p2_d.jpg,MAS,ed_0702_generic_lat4p677572_lonn74p045725_h134p2_d,4.677572,-74.045725,train
train\DUAL\ed_0706_generic_lat4p671471_lonn74p056444_h130p7_d.jpg,DUAL,ed_0706_generic_lat4p671471_lonn74p056444_h130p7_d,4.671471,-74.056444,train
train\DUAL\ed_0708_generic_lat4p670558_lonn74p057935_h304p1_d.jpg,DUAL,ed_0708_generic_lat4p670558_lonn74p057935_h304p1_d,4.670558,-74.057935,train
train\PC\ed_0713_generic_lat4p637983_lonn74p066016_h23p1_d.jpg,PC,ed_0713_generic_lat4p637983_lonn74p066016_h23p1_d,4.637983,-74.066016,train
train\MAS\ed_0714_generic_lat4p665451_lonn74p056043_h126p4_d.jpg,MAS,ed_0714_generic_lat4p665451_lonn74p056043_h126p4_d,4.665451,-74.056043,train
train\MAS\ed_0717_generic_lat4p683108_lonn74p046026_h18p2_d.jpg,MAS,ed_0717_generic_lat4p683108_lonn74p046026_h18p2_d,4.683108,-74.046026,train
train\PC\ed_0720_government_lat4p662820_lonn74p050413_h223p2_d.jpg,PC,ed_0720_government_lat4p662820_lonn74p050413_h223p2_d,4.66282,-74.050413,train
train\PC\ed_0722_generic_lat4p666566_lonn74p056762_h116p0_d.jpg,PC,ed_0722_generic_lat4p666566_lonn74p056762_h116p0_d,4.666566,-74.056762,train
train\PC\ed_0726_generic_lat4p675686_lonn74p041673_h124p3_d.jpg,PC,ed_0726_generic_lat4p675686_lonn74p041673_h124p3_d,4.675686,-74.041673,train
train\MAS\ed_0727_generic_lat4p678035_lonn74p057946_h5p8_d.jpg,MAS,ed_0727_generic_lat4p678035_lonn74p057946_h5p8_d,4.678035,-74.057946,train
train\PC\ed_0729_residential_lat4p631355_lonn74p065109_h11p1_d.jpg,PC,ed_0729_residential_lat4p631355_lonn74p065109_h11p1_d,4.631355,-74.065109,train
train\MAS\ed_0730_generic_lat4p661108_lonn74p060113_h111p2_d.jpg,MAS,ed_0730_generic_lat4p661108_lonn74p060113_h111p2_d,4.661108,-74.060113,train
train\MAS\ed_0731_generic_lat4p660058_lonn74p049452_h213p0_d.jpg,MAS,ed_0731_generic_lat4p660058_lonn74p049452_h213p0_d,4.660058,-74.049452,train
train\DUAL\ed_0733_generic_lat4p677920_lonn74p046481_h112p2_d.jpg,DUAL,ed_0733_generic_lat4p677920_lonn74p046481_h112p2_d,4.67792,-74.046481,train
train\MAS\ed_0735_generic_lat4p682487_lonn74p055415_h286p8_d.jpg,MAS,ed_0735_generic_lat4p682487_lonn74p055415_h286p8_d,4.682487,-74.055415,train
train\DUAL\ed_0737_generic_lat4p683868_lonn74p048696_h272p5_d.jpg,DUAL,ed_0737_generic_lat4p683868_lonn74p048696_h272p5_d,4.683868,-74.048696,train
train\PC\ed_0738_apartments_lat4p671581_lonn74p057712_h118p3_d.jpg,PC,ed_0738_apartments_lat4p671581_lonn74p057712_h118p3_d,4.671581,-74.057712,train
train\DUAL\ed_0739_apartments_lat4p678285_lonn74p057682_h198p7_d.jpg,DUAL,ed_0739_apartments_lat4p678285_lonn74p057682_h198p7_d,4.678285,-74.057682,train
train\PC\ed_0740_generic_lat4p662289_lonn74p048641_h241p0_d.jpg,PC,ed_0740_generic_lat4p662289_lonn74p048641_h241p0_d,4.662289,-74.048641,train
train\DUAL\ed_0741_generic_lat4p669592_lonn74p057108_h297p4_d.jpg,DUAL,ed_0741_generic_lat4p669592_lonn74p057108_h297p4_d,4.669592,-74.057108,train
train\PC\ed_0742_apartments_lat4p683111_lonn74p055465_h14p6_d.jpg,PC,ed_0742_apartments_lat4p683111_lonn74p055465_h14p6_d,4.683111,-74.055465,train
train\PC\ed_0745_apartments_lat4p638257_lonn74p062958_h114p9_d.jpg,PC,ed_0745_apartments_lat4p638257_lonn74p062958_h114p9_d,4.638257,-74.062958,train
train\DUAL\ed_0747_roof_lat4p653167_lonn74p056522_h319p9_d.jpg,DUAL,ed_0747_roof_lat4p653167_lonn74p056522_h319p9_d,4.653167,-74.056522,train
train\MAS\ed_0749_house_lat4p631095_lonn74p060855_h277p5_d.jpg,MAS,ed_0749_house_lat4p631095_lonn74p060855_h277p5_d,4.631095,-74.060855,train
train\DUAL\ed_0750_generic_lat4p639129_lonn74p062352_h188p8_d.jpg,DUAL,ed_0750_generic_lat4p639129_lonn74p062352_h188p8_d,4.639129,-74.062352,train
train\MAS\ed_0753_generic_lat4p656334_lonn74p058971_h41p8_d.jpg,MAS,ed_0753_generic_lat4p656334_lonn74p058971_h41p8_d,4.656334,-74.058971,train
train\MAS\ed_0757_generic_lat4p681995_lonn74p046292_h294p9_d.jpg,MAS,ed_0757_generic_lat4p681995_lonn74p046292_h294p9_d,4.681995,-74.046292,train
train\DUAL\ed_0758_generic_lat4p627573_lonn74p065148_h327p4_d.jpg,DUAL,ed_0758_generic_lat4p627573_lonn74p065148_h327p4_d,4.627573,-74.065148,train
train\MAS\ed_0760_house_lat4p631051_lonn74p060582_h71p9_d.jpg,MAS,ed_0760_house_lat4p631051_lonn74p060582_h71p9_d,4.631051,-74.060582,train
train\PC\ed_0761_apartments_lat4p684715_lonn74p055071_h1p7_d.jpg,PC,ed_0761_apartments_lat4p684715_lonn74p055071_h1p7_d,4.684715,-74.055071,train
train\DUAL\ed_0766_apartments_lat4p671817_lonn74p057575_h113p0_d.jpg,DUAL,ed_0766_apartments_lat4p671817_lonn74p057575_h113p0_d,4.671817,-74.057575,train
train\DUAL\ed_0775_commercial_lat4p658433_lonn74p057665_h129p7_d.jpg,DUAL,ed_0775_commercial_lat4p658433_lonn74p057665_h129p7_d,4.658433,-74.057665,train
train\PC\ed_0777_retail_lat4p666794_lonn74p055230_h295p7_d.jpg,PC,ed_0777_retail_lat4p666794_lonn74p055230_h295p7_d,4.666794,-74.05523,train
train\DUAL\ed_0781_generic_lat4p671242_lonn74p045128_h114p1_d.jpg,DUAL,ed_0781_generic_lat4p671242_lonn74p045128_h114p1_d,4.671242,-74.045128,train
train\MAS\ed_0788_generic_lat4p675917_lonn74p045375_h29p0_d.jpg,MAS,ed_0788_generic_lat4p675917_lonn74p045375_h29p0_d,4.675917,-74.045375,train
train\MAS\ed_0791_generic_lat4p643248_lonn74p062585_h112p8_d.jpg,MAS,ed_0791_generic_lat4p643248_lonn74p062585_h112p8_d,4.643248,-74.062585,train
train\PC\ed_0792_generic_lat4p681617_lonn74p051664_h216p1_d.jpg,PC,ed_0792_generic_lat4p681617_lonn74p051664_h216p1_d,4.681617,-74.051664,train
train\MAS\ed_0793_generic_lat4p655934_lonn74p059436_h114p4_d.jpg,MAS,ed_0793_generic_lat4p655934_lonn74p059436_h114p4_d,4.655934,-74.059436,train
train\DUAL\ed_0797_generic_lat4p683368_lonn74p049802_h294p1_d.jpg,DUAL,ed_0797_generic_lat4p683368_lonn74p049802_h294p1_d,4.683368,-74.049802,train
train\MAS\ed_0798_generic_lat4p652675_lonn74p058138_h123p3_d.jpg,MAS,ed_0798_generic_lat4p652675_lonn74p058138_h123p3_d,4.652675,-74.058138,train
train\DUAL\ed_0800_apartments_lat4p682238_lonn74p054625_h293p9_d.jpg,DUAL,ed_0800_apartments_lat4p682238_lonn74p054625_h293p9_d,4.682238,-74.054625,train
train\PC\ed_0801_commercial_lat4p641165_lonn74p065114_h188p9_d.jpg,PC,ed_0801_commercial_lat4p641165_lonn74p065114_h188p9_d,4.641165,-74.065114,train
train\DUAL\ed_0804_commercial_lat4p683937_lonn74p048158_h91p8_d.jpg,DUAL,ed_0804_commercial_lat4p683937_lonn74p048158_h91p8_d,4.683937,-74.048158,train
train\DUAL\ed_0805_generic_lat4p628806_lonn74p064658_h166p0_d.jpg,DUAL,ed_0805_generic_lat4p628806_lonn74p064658_h166p0_d,4.628806,-74.064658,train
train\MAS\ed_0806_generic_lat4p681700_lonn74p048213_h121p4_d.jpg,MAS,ed_0806_generic_lat4p681700_lonn74p048213_h121p4_d,4.6817,-74.048213,train
train\MAS\ed_0808_generic_lat4p628793_lonn74p066529_h184p2_d.jpg,MAS,ed_0808_generic_lat4p628793_lonn74p066529_h184p2_d,4.628793,-74.066529,train
train\PC\ed_0811_residential_lat4p645385_lonn74p061087_h102p8_d.jpg,PC,ed_0811_residential_lat4p645385_lonn74p061087_h102p8_d,4.645385,-74.061087,train
train\PC\ed_0813_apartments_lat4p664282_lonn74p049323_h147p5_d.jpg,PC,ed_0813_apartments_lat4p664282_lonn74p049323_h147p5_d,4.664282,-74.049323,train
train\PC\ed_0814_generic_lat4p676617_lonn74p042814_h22p5_d.jpg,PC,ed_0814_generic_lat4p676617_lonn74p042814_h22p5_d,4.676617,-74.042814,train
train\MAS\ed_0815_apartments_lat4p664654_lonn74p056017_h122p5_d.jpg,MAS,ed_0815_apartments_lat4p664654_lonn74p056017_h122p5_d,4.664654,-74.056017,train
train\DUAL\ed_0817_generic_lat4p679322_lonn74p046445_h36p2_d.jpg,DUAL,ed_0817_generic_lat4p679322_lonn74p046445_h36p2_d,4.679322,-74.046445,train
train\DUAL\ed_0819_generic_lat4p636295_lonn74p064297_h277p8_d.jpg,DUAL,ed_0819_generic_lat4p636295_lonn74p064297_h277p8_d,4.636295,-74.064297,train
train\PC\ed_0821_apartments_lat4p649755_lonn74p061131_h32p3_d.jpg,PC,ed_0821_apartments_lat4p649755_lonn74p061131_h32p3_d,4.649755,-74.061131,train
train\MAS\ed_0823_house_lat4p633042_lonn74p064962_h1p4_d.jpg,MAS,ed_0823_house_lat4p633042_lonn74p064962_h1p4_d,4.633042,-74.064962,train
train\PC\ed_0825_generic_lat4p670042_lonn74p056892_h282p6_d.jpg,PC,ed_0825_generic_lat4p670042_lonn74p056892_h282p6_d,4.670042,-74.056892,train
train\MAS\ed_0826_generic_lat4p666523_lonn74p059335_h294p5_d.jpg,MAS,ed_0826_generic_lat4p666523_lonn74p059335_h294p5_d,4.666523,-74.059335,train
train\MAS\ed_0827_generic_lat4p656956_lonn74p048769_h282p2_d.jpg,MAS,ed_0827_generic_lat4p656956_lonn74p048769_h282p2_d,4.656956,-74.048769,train
train\MAS\ed_0828_house_lat4p632687_lonn74p064647_h208p5_d.jpg,MAS,ed_0828_house_lat4p632687_lonn74p064647_h208p5_d,4.632687,-74.064647,train
train\DUAL\ed_0832_generic_lat4p629298_lonn74p067095_h273p2_d.jpg,DUAL,ed_0832_generic_lat4p629298_lonn74p067095_h273p2_d,4.629298,-74.067095,train
train\DUAL\ed_0833_generic_lat4p675451_lonn74p056580_h308p1_d.jpg,DUAL,ed_0833_generic_lat4p675451_lonn74p056580_h308p1_d,4.675451,-74.05658,train
train\MAS\ed_0834_generic_lat4p669840_lonn74p057217_h111p4_d.jpg,MAS,ed_0834_generic_lat4p669840_lonn74p057217_h111p4_d,4.66984,-74.057217,train
train\PC\ed_0835_generic_lat4p636727_lonn74p065901_h274p7_d.jpg,PC,ed_0835_generic_lat4p636727_lonn74p065901_h274p7_d,4.636727,-74.065901,train
train\PC\ed_0839_generic_lat4p652790_lonn74p063680_h205p2_d.jpg,PC,ed_0839_generic_lat4p652790_lonn74p063680_h205p2_d,4.65279,-74.06368,train
train\PC\ed_0841_detached_lat4p675857_lonn74p046037_h297p8_d.jpg,PC,ed_0841_detached_lat4p675857_lonn74p046037_h297p8_d,4.675857,-74.046037,train
train\DUAL\ed_0842_apartments_lat4p665849_lonn74p049332_h132p5_d.jpg,DUAL,ed_0842_apartments_lat4p665849_lonn74p049332_h132p5_d,4.665849,-74.049332,train
train\PC\ed_0843_house_lat4p628638_lonn74p065542_h126p3_d.jpg,PC,ed_0843_house_lat4p628638_lonn74p065542_h126p3_d,4.628638,-74.065542,train
train\DUAL\ed_0846_generic_lat4p642865_lonn74p062326_h280p2_d.jpg,DUAL,ed_0846_generic_lat4p642865_lonn74p062326_h280p2_d,4.642865,-74.062326,train
train\DUAL\ed_0848_generic_lat4p682756_lonn74p050299_h224p4_d.jpg,DUAL,ed_0848_generic_lat4p682756_lonn74p050299_h224p4_d,4.682756,-74.050299,train
train\DUAL\ed_0850_generic_lat4p677945_lonn74p041909_h296p6_d.jpg,DUAL,ed_0850_generic_lat4p677945_lonn74p041909_h296p6_d,4.677945,-74.041909,train
train\MAS\ed_0852_generic_lat4p657036_lonn74p051326_h117p3_d.jpg,MAS,ed_0852_generic_lat4p657036_lonn74p051326_h117p3_d,4.657036,-74.051326,train
train\PC\ed_0853_apartments_lat4p676601_lonn74p054547_h124p0_d.jpg,PC,ed_0853_apartments_lat4p676601_lonn74p054547_h124p0_d,4.676601,-74.054547,train
train\PC\ed_0854_residential_lat4p633122_lonn74p063635_h83p2_d.jpg,PC,ed_0854_residential_lat4p633122_lonn74p063635_h83p2_d,4.633122,-74.063635,train
train\DUAL\ed_0856_apartments_lat4p677699_lonn74p047961_h207p5_d.jpg,DUAL,ed_0856_apartments_lat4p677699_lonn74p047961_h207p5_d,4.677699,-74.047961,train
train\PC\ed_0858_generic_lat4p682639_lonn74p055634_h186p5_d.jpg,PC,ed_0858_generic_lat4p682639_lonn74p055634_h186p5_d,4.682639,-74.055634,train
train\MAS\ed_0860_generic_lat4p682105_lonn74p046250_h302p3_d.jpg,MAS,ed_0860_generic_lat4p682105_lonn74p046250_h302p3_d,4.682105,-74.04625,train
train\MAS\ed_0862_house_lat4p631475_lonn74p060828_h49p0_d.jpg,MAS,ed_0862_house_lat4p631475_lonn74p060828_h49p0_d,4.631475,-74.060828,train
train\DUAL\ed_0865_apartments_lat4p652410_lonn74p051249_h187p1_d.jpg,DUAL,ed_0865_apartments_lat4p652410_lonn74p051249_h187p1_d,4.65241,-74.051249,train
train\DUAL\ed_0866_generic_lat4p675908_lonn74p044536_h205p8_d.jpg,DUAL,ed_0866_generic_lat4p675908_lonn74p044536_h205p8_d,4.675908,-74.044536,train
train\MAS\ed_0869_generic_lat4p681425_lonn74p048770_h284p8_d.jpg,MAS,ed_0869_generic_lat4p681425_lonn74p048770_h284p8_d,4.681425,-74.04877,train
train\PC\ed_0870_generic_lat4p679498_lonn74p048380_h15p4_d.jpg,PC,ed_0870_generic_lat4p679498_lonn74p048380_h15p4_d,4.679498,-74.04838,train
